"Origin domain","Origin page","Anchor","Link"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31439929"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_FE6BF6CB6B77","https://serval.unil.ch/notice/serval:BIB_FE6BF6CB6B77"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_123A21C2CC08"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_123A21C2CC084?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1371/journal.ppat.1008044"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000488845000024"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31518377"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_123A21C2CC08","https://serval.unil.ch/notice/serval:BIB_123A21C2CC08"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.7554/elife.51082"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31424387"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_D9210516F83B","https://serval.unil.ch/notice/serval:BIB_D9210516F83B"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_4DBE2FE67F1B"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_4DBE2FE67F1B9?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1073/pnas.1906172116"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000478971900039"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31270235"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_4DBE2FE67F1B","https://serval.unil.ch/notice/serval:BIB_4DBE2FE67F1B"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_2EED4F6F5A44"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_2EED4F6F5A446?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1371/journal.pbio.3000356"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000483408500009"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31469824"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_2EED4F6F5A44","https://serval.unil.ch/notice/serval:BIB_2EED4F6F5A44"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_B273DE7A00DB"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_B273DE7A00DB2?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1093/nar/gkz497"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000490556600035"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31175837"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_B273DE7A00DB","https://serval.unil.ch/notice/serval:BIB_B273DE7A00DB"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1016/j.molcel.2019.05.001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000477062000004"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31201090"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_6B7EB2A633CA","https://serval.unil.ch/notice/serval:BIB_6B7EB2A633CA"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_842B803713F3"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_842B803713F37?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1021/acssynbio.9b00174"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000476957300025"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31185158"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_842B803713F3","https://serval.unil.ch/notice/serval:BIB_842B803713F3"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_8320E278D9DA"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_8320E278D9DA8?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.3390/ijerph16132335"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000477037900082"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31269667"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_8320E278D9DA","https://serval.unil.ch/notice/serval:BIB_8320E278D9DA"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_7A6A818EE57F"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_7A6A818EE57F6?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1016/j.bbagrm.2018.04.005"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000473840400003"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/29715525"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_7A6A818EE57F","https://serval.unil.ch/notice/serval:BIB_7A6A818EE57F"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1016/j.watres.2019.04.007"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000470047700003"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31009831"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_7195BE4A5C26","https://serval.unil.ch/notice/serval:BIB_7195BE4A5C26"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1016/j.jaci.2019.01.043"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000473432800019"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/30768991"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_FDCCEC65868D","https://serval.unil.ch/notice/serval:BIB_FDCCEC65868D"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_EC2E47500BED"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_EC2E47500BED9?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1128/JB.00780-18"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000470859400011"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/30885934"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_EC2E47500BED","https://serval.unil.ch/notice/serval:BIB_EC2E47500BED"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_3E18AD31C59A"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_3E18AD31C59A7?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1128/mBio.01133-19"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000473596500089"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31186329"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_3E18AD31C59A","https://serval.unil.ch/notice/serval:BIB_3E18AD31C59A"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_AAB485178DB7"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_AAB485178DB78?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1242/jcs.230706"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000473327900013"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31152053"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_AAB485178DB7","https://serval.unil.ch/notice/serval:BIB_AAB485178DB7"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_26B83D77C765"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_26B83D77C7650?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.3390/genes10050394"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000470964100073"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31121970"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_26B83D77C765","https://serval.unil.ch/notice/serval:BIB_26B83D77C765"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_01CBB053B8AE"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_01CBB053B8AE0?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.7554/eLife.45983"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000470872700001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31050340"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_01CBB053B8AE","https://serval.unil.ch/notice/serval:BIB_01CBB053B8AE"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1111/mec.15075"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000471073000008"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/30864192"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_37C4AFA6D4D6","https://serval.unil.ch/notice/serval:BIB_37C4AFA6D4D6"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1111/1462-2920.14611"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000471715900001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/30912268"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_5EE7480BEA52","https://serval.unil.ch/notice/serval:BIB_5EE7480BEA52"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/30969489"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_CDA00DF78395","https://serval.unil.ch/notice/serval:BIB_CDA00DF78395"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1038/s41559-019-0854-x"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000462542100008"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/30886376"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_39994CA180E5","https://serval.unil.ch/notice/serval:BIB_39994CA180E5"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_DC22A357DABE"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_DC22A357DABE2?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1002/ece3.5010"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000466104200013"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31031919"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_DC22A357DABE","https://serval.unil.ch/notice/serval:BIB_DC22A357DABE"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_8273E297CF5A"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_8273E297CF5A0?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.3168/jds.2018-15181"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000461173400044"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/30738682"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_8273E297CF5A","https://serval.unil.ch/notice/serval:BIB_8273E297CF5A"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_87757A14ADDA"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_87757A14ADDA7?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1038/s41396-018-0317-4"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000461719600002"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/30504899"
